,LeadTime,ArrivalYear,ArrivalMonth,ArrivalDate,NumWeekendNights,NumWeekNights,Parking,NumAdults,NumChildren,RepeatedGuest,NumPrevCancellations,NumPreviousNonCancelled,AvgRoomPrice,SpecialRequests,isCanceled,RoomType_Room_Type 1,RoomType_Room_Type 2,RoomType_Room_Type 3,RoomType_Room_Type 4,RoomType_Room_Type 5,RoomType_Room_Type 6,RoomType_Room_Type 7,MealPlan_Meal Plan 1,MealPlan_Meal Plan 2,MealPlan_Meal Plan 3,MealPlan_Not Selected,MarketSegment_Aviation,MarketSegment_Complementary,MarketSegment_Corporate,MarketSegment_Offline,MarketSegment_Online,date,maxtemp,mintemp,sunhour,totalsnow
158131,0,2018,4,19,0,3,0,2,0,0,0,0,70.03,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-19,23,10,13.8,0.0
158140,29,2018,4,19,0,4,0,2,0,0,0,0,120.35,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-19,23,10,13.8,0.0
158149,103,2018,4,19,0,2,0,1,0,0,0,0,115.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-04-19,23,10,13.8,0.0
158158,103,2018,4,19,0,2,0,1,0,0,0,0,115.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-04-19,23,10,13.8,0.0
158167,103,2018,4,19,0,2,0,1,0,0,0,0,115.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-19,23,10,13.8,0.0
158176,12,2018,4,19,0,1,0,1,0,0,0,0,95.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-19,23,10,13.8,0.0
158185,103,2018,4,19,0,2,0,1,0,0,0,0,115.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-19,23,10,13.8,0.0
158194,103,2018,4,19,0,2,0,1,0,0,0,0,115.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-04-19,23,10,13.8,0.0
158203,103,2018,4,19,0,2,0,1,0,0,0,0,115.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-04-19,23,10,13.8,0.0
158212,103,2018,4,19,0,2,0,1,0,0,0,0,115.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-19,23,10,13.8,0.0
158221,13,2018,4,19,0,4,0,1,0,0,0,0,95.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2018-04-19,23,10,13.8,0.0
158230,103,2018,4,19,0,2,0,1,0,0,0,0,115.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-04-19,23,10,13.8,0.0
158239,103,2018,4,19,0,2,0,1,0,0,0,0,115.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-04-19,23,10,13.8,0.0
158248,103,2018,4,19,0,2,0,1,0,0,0,0,115.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-04-19,23,10,13.8,0.0
158257,134,2018,4,19,0,4,0,2,0,0,0,0,71.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-04-19,23,10,13.8,0.0
158266,4,2018,4,19,0,2,0,1,0,0,0,0,95.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2018-04-19,23,10,13.8,0.0
158275,103,2018,4,19,0,2,0,1,0,0,0,0,115.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-19,23,10,13.8,0.0
158284,103,2018,4,19,0,2,0,1,0,0,0,0,115.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-04-19,23,10,13.8,0.0
158293,103,2018,4,19,0,2,0,1,0,0,0,0,115.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-04-19,23,10,13.8,0.0
158302,103,2018,4,19,0,2,0,1,0,0,0,0,115.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-04-19,23,10,13.8,0.0
158311,103,2018,4,19,0,2,0,1,0,0,0,0,115.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-04-19,23,10,13.8,0.0
158320,103,2018,4,19,0,2,0,1,0,0,0,0,115.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-04-19,23,10,13.8,0.0
158329,30,2018,4,19,0,3,0,2,0,0,0,0,103.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-19,23,10,13.8,0.0
158338,0,2018,4,19,0,1,0,2,0,0,0,0,111.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-19,23,10,13.8,0.0
158347,103,2018,4,19,0,2,0,1,0,0,0,0,115.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-04-19,23,10,13.8,0.0
158356,103,2018,4,19,0,2,0,1,0,0,0,0,115.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-19,23,10,13.8,0.0
158365,103,2018,4,19,0,2,0,1,0,0,0,0,115.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-04-19,23,10,13.8,0.0
158374,103,2018,4,19,0,2,0,1,0,0,0,0,115.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-04-19,23,10,13.8,0.0
158383,23,2018,4,19,0,2,0,2,0,0,0,0,129.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-19,23,10,13.8,0.0
158392,104,2018,4,19,0,3,0,2,0,0,0,0,68.42,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-19,23,10,13.8,0.0
158401,103,2018,4,19,0,2,0,1,0,0,0,0,115.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-19,23,10,13.8,0.0
158410,85,2018,4,19,0,4,0,2,0,0,0,0,124.53,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-19,23,10,13.8,0.0
158419,103,2018,4,19,0,2,0,1,0,0,0,0,115.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-04-19,23,10,13.8,0.0
158428,12,2018,4,19,0,1,0,1,0,0,0,0,95.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-19,23,10,13.8,0.0
158437,103,2018,4,19,0,2,0,1,0,0,0,0,115.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-04-19,23,10,13.8,0.0
158446,103,2018,4,19,0,2,0,1,0,0,0,0,115.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-04-19,23,10,13.8,0.0
158455,9,2018,4,19,0,1,0,2,0,0,0,0,89.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-04-19,23,10,13.8,0.0
158464,103,2018,4,19,0,2,0,1,0,0,0,0,115.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-04-19,23,10,13.8,0.0
158473,103,2018,4,19,0,2,0,1,0,0,0,0,115.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-04-19,23,10,13.8,0.0
158482,103,2018,4,19,0,2,0,1,0,0,0,0,115.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-04-19,23,10,13.8,0.0
158491,103,2018,4,19,0,2,0,1,0,0,0,0,115.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-04-19,23,10,13.8,0.0
158500,103,2018,4,19,0,2,0,1,0,0,0,0,115.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-04-19,23,10,13.8,0.0
158509,103,2018,4,19,0,2,0,1,0,0,0,0,115.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-04-19,23,10,13.8,0.0
158518,5,2018,4,19,0,1,0,2,0,0,0,0,89.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-04-19,23,10,13.8,0.0
158527,103,2018,4,19,0,2,0,1,0,0,0,0,115.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-04-19,23,10,13.8,0.0
158536,103,2018,4,19,0,2,0,1,0,0,0,0,115.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-19,23,10,13.8,0.0
158545,66,2018,4,19,0,4,0,2,0,0,0,0,112.2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-19,23,10,13.8,0.0
158554,63,2018,4,19,0,3,0,2,0,0,0,0,118.8,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-19,23,10,13.8,0.0
158563,103,2018,4,19,0,2,0,1,0,0,0,0,115.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-04-19,23,10,13.8,0.0
158572,103,2018,4,19,0,2,0,1,0,0,0,0,115.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-04-19,23,10,13.8,0.0
158581,103,2018,4,19,0,2,0,1,0,0,0,0,115.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-04-19,23,10,13.8,0.0
158590,5,2018,4,19,0,1,0,2,0,0,0,0,89.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-04-19,23,10,13.8,0.0
158599,103,2018,4,19,0,2,0,1,0,0,0,0,115.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-04-19,23,10,13.8,0.0
158608,0,2018,4,19,0,1,0,1,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2018-04-19,23,10,13.8,0.0
158617,90,2018,4,19,0,3,0,2,0,0,0,0,105.3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-19,23,10,13.8,0.0
158626,103,2018,4,19,0,2,0,1,0,0,0,0,115.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-19,23,10,13.8,0.0
158635,103,2018,4,19,0,2,0,1,0,0,0,0,115.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-04-19,23,10,13.8,0.0
158644,103,2018,4,19,0,2,0,1,0,0,0,0,115.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-04-19,23,10,13.8,0.0
158653,103,2018,4,19,0,2,0,1,0,0,0,0,115.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-19,23,10,13.8,0.0
158662,14,2018,4,19,0,1,0,2,0,0,0,0,89.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-04-19,23,10,13.8,0.0
158671,126,2018,4,19,1,5,0,2,0,0,0,0,88.68,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-19,23,10,13.8,0.0
158680,22,2018,4,19,0,1,0,1,0,0,0,0,95.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-19,23,10,13.8,0.0
158689,103,2018,4,19,0,2,0,1,0,0,0,0,115.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-19,23,10,13.8,0.0
158698,9,2018,4,19,0,1,0,2,0,0,0,0,89.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-04-19,23,10,13.8,0.0
158707,35,2018,9,26,1,0,0,2,0,0,0,0,99.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
158711,418,2018,9,26,1,2,0,2,0,0,0,0,75.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
158715,24,2018,9,26,1,1,0,2,0,0,0,0,107.1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
158719,51,2018,9,26,1,1,0,2,0,0,0,0,135.9,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
158723,35,2018,9,26,1,0,0,1,0,0,0,0,99.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
158727,418,2018,9,26,1,2,0,2,0,0,0,0,75.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
158731,250,2018,9,26,1,3,0,2,0,0,0,0,95.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
158735,250,2018,9,26,1,3,0,2,0,0,0,0,95.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
158739,190,2018,9,26,1,3,0,2,0,0,0,0,119.85,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
158743,212,2018,9,26,1,3,0,2,0,0,0,0,129.65,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
158747,418,2018,9,26,1,2,0,2,0,0,0,0,107.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
158751,24,2018,9,26,1,1,0,2,0,0,0,0,107.1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
158755,14,2018,9,26,1,3,0,2,0,0,0,0,164.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
158759,250,2018,9,26,1,3,0,2,0,0,0,0,95.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
158763,418,2018,9,26,1,2,0,2,0,0,0,0,107.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
158767,92,2018,9,26,1,3,0,2,0,0,0,0,102.68,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
158771,418,2018,9,26,1,2,0,2,0,0,0,0,107.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
158775,3,2018,9,26,1,1,0,1,0,0,0,0,166.25,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2018-09-26,17,10,12.0,0.0
158779,250,2018,9,26,1,3,0,2,0,0,0,0,95.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
158783,55,2018,9,26,1,3,0,2,0,0,0,0,135.9,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
158787,6,2018,9,26,1,0,1,1,0,0,0,0,65.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2018-09-26,17,10,12.0,0.0
158791,418,2018,9,26,1,2,0,2,0,0,0,0,107.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
158795,418,2018,9,26,1,2,0,2,0,0,0,0,75.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
158799,22,2018,9,26,1,3,0,1,0,0,0,0,106.4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
158803,418,2018,9,26,1,2,0,2,0,0,0,0,75.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
158807,24,2018,9,26,1,0,0,1,0,0,0,0,85.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
158811,418,2018,9,26,1,2,0,2,0,0,0,0,75.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
158815,19,2018,9,26,1,1,0,2,0,0,0,0,151.2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
158819,3,2018,9,26,1,0,0,1,0,0,0,0,195.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
158823,4,2018,9,26,1,1,0,2,0,0,0,0,116.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
158827,22,2018,9,26,1,3,0,2,0,0,0,0,119.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
158831,1,2018,9,26,1,0,0,1,0,0,0,0,195.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
158835,4,2018,9,26,1,0,0,1,0,0,0,0,98.1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
158839,35,2018,9,26,1,0,0,1,0,0,0,0,99.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
158843,418,2018,9,26,1,2,0,2,0,0,0,0,75.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
158847,95,2018,9,26,1,2,0,2,0,0,0,0,111.31,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
158851,80,2018,9,26,1,2,0,1,0,0,0,0,86.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
158855,5,2018,9,26,1,0,0,1,0,1,0,3,65.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2018-09-26,17,10,12.0,0.0
158859,250,2018,9,26,1,3,0,2,0,0,0,0,95.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
158863,15,2018,9,26,1,2,0,2,0,1,0,1,164.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
158867,25,2018,9,26,1,1,0,2,0,0,0,0,139.0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
158871,418,2018,9,26,1,2,0,2,0,0,0,0,75.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
158875,418,2018,9,26,1,2,0,2,0,0,0,0,75.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
158879,150,2018,9,26,1,0,0,2,0,0,0,0,80.75,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
158883,35,2018,9,26,1,0,0,1,0,0,0,0,99.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
158887,250,2018,9,26,1,3,0,2,0,0,0,0,95.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
158891,4,2018,9,26,1,0,0,1,0,0,0,0,98.1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
158895,418,2018,9,26,1,2,0,2,0,0,0,0,107.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
158899,22,2018,9,26,1,1,0,2,0,0,0,0,139.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
158903,3,2018,9,26,1,0,0,1,0,0,0,0,195.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
158907,35,2018,9,26,1,1,0,2,1,0,0,0,133.2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
158911,10,2018,9,26,1,3,0,1,0,1,0,4,110.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2018-09-26,17,10,12.0,0.0
158915,250,2018,9,26,1,3,0,2,0,0,0,0,95.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
158919,24,2018,9,26,1,1,0,2,0,0,0,0,107.1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
158923,418,2018,9,26,1,2,0,2,0,0,0,0,75.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
158927,16,2018,9,26,1,0,0,2,0,0,0,0,164.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
158931,418,2018,9,26,1,2,0,2,0,0,0,0,107.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
158935,418,2018,9,26,1,2,0,2,0,0,0,0,75.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
158939,24,2018,9,26,1,1,0,2,0,0,0,0,107.1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
158943,253,2018,9,26,1,2,0,1,0,0,0,0,2.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
158947,38,2018,9,26,1,1,0,2,0,0,0,0,112.59,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
158951,418,2018,9,26,1,2,0,2,0,0,0,0,75.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
158955,34,2018,9,26,1,0,0,2,0,0,0,0,117.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
158959,37,2018,9,26,1,1,0,2,0,0,0,0,108.0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
158963,418,2018,9,26,1,2,0,2,0,0,0,0,75.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
158967,418,2018,9,26,1,2,0,2,0,0,0,0,107.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
158971,35,2018,9,26,1,0,0,1,0,0,0,0,81.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
158975,6,2018,9,26,1,0,1,1,0,0,0,0,67.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2018-09-26,17,10,12.0,0.0
158979,247,2018,9,26,2,5,0,2,0,0,0,0,100.3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
158983,3,2018,9,26,1,0,0,2,0,0,0,0,115.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
158987,418,2018,9,26,1,2,0,2,0,0,0,0,75.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
158991,27,2018,9,26,1,1,0,2,0,0,0,0,111.2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
158995,418,2018,9,26,1,2,0,1,0,0,0,0,86.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
158999,418,2018,9,26,1,2,0,2,0,0,0,0,107.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
159003,418,2018,9,26,1,2,0,2,0,0,0,0,107.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
159007,250,2018,9,26,1,3,0,2,0,0,0,0,95.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
159011,24,2018,9,26,1,1,0,2,0,0,0,0,107.1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
159015,418,2018,9,26,1,2,0,2,0,0,0,0,75.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
159019,35,2018,9,26,1,0,0,2,0,0,0,0,99.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
159023,35,2018,9,26,1,1,0,3,0,0,0,0,149.4,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
159027,418,2018,9,26,1,2,0,2,0,0,0,0,107.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
159031,48,2018,9,26,1,4,0,2,0,0,0,0,154.98,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
159035,29,2018,9,26,1,2,0,3,0,0,0,0,184.06,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
159039,250,2018,9,26,1,3,0,2,0,0,0,0,95.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
159043,96,2018,9,26,1,2,0,2,0,0,0,0,135.9,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
159047,418,2018,9,26,1,2,0,2,0,0,0,0,107.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
159051,418,2018,9,26,1,2,0,2,0,0,0,0,107.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
159055,80,2018,9,26,1,2,0,2,0,0,0,0,75.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
159059,418,2018,9,26,1,2,0,2,0,0,0,0,107.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
159063,31,2018,9,26,1,3,0,2,1,0,0,0,148.69,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
159067,250,2018,9,26,1,3,0,2,0,0,0,0,95.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
159071,250,2018,9,26,1,3,0,2,0,0,0,0,95.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
