BookingID,LeadTime,ArrivalYear,ArrivalMonth,ArrivalDate,NumWeekendNights,NumWeekNights,MealPlan,Parking,RoomType,NumAdults,NumChildren,MarketSegment,RepeatedGuest,NumPrevCancellations,NumPreviousNonCancelled,AvgRoomPrice,SpecialRequests,BookingStatus
24259,67,2017,7,20,3,8,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,76.5,0,Canceled
24260,136,2018,8,11,2,3,Meal Plan 1,0,Room_Type 1,1,1,Online,0,0,0,86.36,1,Not_Canceled
24261,77,2018,11,6,2,2,Meal Plan 1,0,Room_Type 4,1,0,Online,0,0,0,145.8,1,Not_Canceled
24262,76,2018,4,2,2,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,87.3,1,Not_Canceled
24263,79,2018,5,2,1,4,Meal Plan 1,0,Room_Type 6,2,2,Online,0,0,0,187.85,0,Canceled
24264,176,2018,10,24,1,3,Meal Plan 1,0,Room_Type 6,2,2,Online,0,0,0,169.88,3,Not_Canceled
24265,179,2017,9,20,1,0,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,93.5,0,Canceled
24266,6,2018,10,13,0,1,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,95,0,Not_Canceled
24267,66,2018,9,3,0,1,Not Selected,1,Room_Type 1,2,0,Online,0,0,0,96.3,1,Not_Canceled
24268,192,2018,8,18,2,5,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,99.45,1,Canceled
24269,96,2018,10,24,1,3,Meal Plan 1,1,Room_Type 1,2,0,Online,0,0,0,100.13,3,Not_Canceled
24270,136,2018,9,21,1,4,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,144.9,1,Canceled
24271,65,2018,6,26,2,2,Meal Plan 1,0,Room_Type 1,3,0,Online,0,0,0,137.7,0,Canceled
24272,49,2018,11,13,2,3,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,74.8,2,Not_Canceled
24273,286,2018,10,16,1,0,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,90,0,Canceled
24274,0,2018,7,8,2,2,Meal Plan 1,0,Room_Type 7,2,2,Online,0,0,0,265,0,Canceled
24275,4,2017,9,4,0,2,Meal Plan 1,1,Room_Type 1,2,0,Online,0,0,0,124,1,Not_Canceled
24276,20,2018,6,12,2,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,99,1,Not_Canceled
24277,12,2018,5,7,0,1,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,177,1,Not_Canceled
24278,78,2018,12,22,2,5,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,70.88,1,Not_Canceled
24279,144,2018,5,22,2,3,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,112.03,1,Not_Canceled
24280,125,2018,12,27,0,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,68,1,Not_Canceled
24281,186,2018,4,22,1,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,80,0,Not_Canceled
24282,100,2018,4,5,0,4,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,84.58,1,Not_Canceled
24283,78,2018,11,26,0,1,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,96,2,Not_Canceled
24284,9,2018,10,19,0,1,Meal Plan 1,0,Room_Type 1,1,0,Corporate,1,5,48,65,0,Not_Canceled
24285,3,2018,2,29,1,2,Meal Plan 1,0,Room_Type 1,1,0,Corporate,1,0,1,66,0,Not_Canceled
24286,127,2018,11,25,1,2,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,79.2,1,Not_Canceled
24287,1,2018,2,11,2,4,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,79,0,Not_Canceled
24288,131,2018,8,2,0,4,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,105.3,0,Canceled
24289,35,2018,12,24,2,1,Meal Plan 1,0,Room_Type 4,2,1,Online,0,0,0,119.81,1,Not_Canceled
24290,51,2018,8,31,1,4,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,90.2,1,Not_Canceled
24291,103,2018,4,19,0,2,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,115,0,Canceled
24292,50,2018,11,9,0,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,145.69,0,Canceled
24293,184,2018,7,11,1,0,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,96.3,1,Not_Canceled
24294,35,2018,9,5,1,3,Meal Plan 1,0,Room_Type 1,3,0,Online,0,0,0,118.8,0,Not_Canceled
24295,232,2018,7,12,0,4,Meal Plan 1,1,Room_Type 2,2,0,Online,0,0,0,105.25,1,Canceled
24296,91,2018,4,4,1,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,80,0,Canceled
24297,27,2018,6,9,0,1,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,120,0,Not_Canceled
24298,26,2018,12,21,0,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,67.76,1,Not_Canceled
24299,68,2018,12,4,2,0,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,75,0,Not_Canceled
24300,234,2018,10,25,0,4,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,103.7,1,Canceled
24301,180,2017,10,16,0,1,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,70,0,Canceled
24302,24,2018,5,29,1,0,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,159,2,Not_Canceled
24303,359,2018,10,14,2,3,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,70,0,Not_Canceled
24304,17,2018,3,14,1,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,91,1,Not_Canceled
24305,110,2018,7,3,2,2,Meal Plan 2,0,Room_Type 4,2,0,Offline,0,0,0,118.06,0,Not_Canceled
24306,102,2017,10,16,0,2,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,101.5,0,Canceled
24307,10,2018,9,29,0,3,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,152.53,0,Not_Canceled
24308,252,2018,10,15,2,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,106.3,0,Canceled
24309,45,2018,12,30,0,1,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,167.4,0,Canceled
24310,23,2018,4,27,0,1,Not Selected,1,Room_Type 1,2,0,Online,0,0,0,115,1,Not_Canceled
24311,11,2018,6,14,0,3,Meal Plan 1,0,Room_Type 4,2,0,Corporate,0,0,0,90,0,Canceled
24312,18,2018,5,13,0,1,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,135,0,Canceled
24313,109,2018,4,30,2,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,77.03,1,Not_Canceled
24314,58,2018,6,10,1,2,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,116.1,1,Not_Canceled
24315,36,2018,6,26,2,0,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,94.35,0,Not_Canceled
24316,24,2018,4,17,2,3,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,145.4,2,Not_Canceled
24317,206,2018,9,27,0,4,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,119.85,1,Canceled
24318,146,2017,12,29,0,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,75,0,Not_Canceled
24319,26,2018,11,16,0,2,Meal Plan 1,0,Room_Type 1,1,0,Corporate,0,0,0,77,0,Not_Canceled
24320,56,2018,12,8,0,3,Meal Plan 1,0,Room_Type 1,2,1,Online,0,0,0,109.8,1,Not_Canceled
24321,0,2018,9,16,0,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,95,0,Not_Canceled
24322,53,2018,7,18,1,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,114.3,0,Not_Canceled
24323,150,2018,7,27,0,2,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,94.5,1,Not_Canceled
24324,296,2018,9,21,0,4,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,117,1,Canceled
24325,93,2018,10,27,0,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,90.9,0,Canceled
24326,145,2018,8,15,1,2,Meal Plan 1,0,Room_Type 2,0,2,Online,0,0,0,106.32,0,Not_Canceled
24327,36,2018,12,7,2,4,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,104,2,Not_Canceled
24328,111,2018,6,1,0,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,96.67,0,Not_Canceled
24329,121,2018,6,24,1,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,90,0,Canceled
24330,93,2018,3,4,0,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,60,1,Not_Canceled
24331,305,2018,11,4,1,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,89,0,Canceled
24332,51,2017,10,11,1,0,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,94.5,1,Not_Canceled
24333,192,2018,6,24,0,2,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,95,0,Not_Canceled
24334,38,2018,12,21,1,4,Meal Plan 2,0,Room_Type 1,2,0,Online,0,0,0,120.7,1,Not_Canceled
24335,114,2018,7,1,1,2,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,75,0,Canceled
24336,259,2018,10,2,2,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,96.1,0,Canceled
24337,23,2018,8,21,2,1,Meal Plan 1,1,Room_Type 4,3,0,Online,0,0,0,200,2,Not_Canceled
24338,59,2018,3,20,2,3,Not Selected,0,Room_Type 1,1,0,Online,0,0,0,79.05,2,Not_Canceled
24339,180,2018,7,31,2,4,Meal Plan 1,0,Room_Type 1,2,1,Online,0,0,0,122.25,1,Canceled
24340,157,2018,8,1,1,2,Meal Plan 1,0,Room_Type 5,1,0,Corporate,0,0,0,106,0,Canceled
24341,102,2018,5,5,1,3,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,132.6,1,Not_Canceled
24342,181,2018,10,11,0,1,Meal Plan 1,0,Room_Type 5,2,0,Offline,0,0,0,250,0,Canceled
24343,4,2018,5,2,1,1,Meal Plan 1,0,Room_Type 1,1,0,Corporate,0,0,0,95,0,Not_Canceled
24344,4,2018,4,2,0,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,99,1,Not_Canceled
24345,0,2018,9,27,0,1,Meal Plan 1,0,Room_Type 1,2,0,Corporate,0,0,0,160,0,Not_Canceled
24346,139,2018,5,5,1,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,99.45,2,Not_Canceled
24347,29,2018,10,18,0,5,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,119,2,Not_Canceled
24348,35,2018,2,13,2,4,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,78.3,1,Not_Canceled
24349,106,2018,12,27,0,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,104,1,Not_Canceled
24350,2,2018,11,27,2,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,89.89,1,Not_Canceled
24351,6,2018,3,22,0,2,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,89,0,Canceled
24352,133,2018,9,3,2,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,118.8,0,Canceled
24353,309,2018,5,13,1,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,65,0,Not_Canceled
24354,60,2017,10,12,1,1,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,65,1,Not_Canceled
24355,44,2018,9,11,2,1,Meal Plan 1,0,Room_Type 1,2,1,Online,0,0,0,152.1,0,Canceled
24356,22,2017,9,20,2,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,124,0,Canceled
24357,114,2018,7,1,1,2,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,75,0,Canceled
24358,204,2018,9,7,4,10,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,119.85,1,Canceled
24359,11,2017,10,7,0,1,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,143.2,0,Not_Canceled
24360,206,2018,10,3,1,4,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,133.45,0,Canceled
24361,33,2018,6,20,1,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,89.1,1,Not_Canceled
24362,113,2018,8,6,2,1,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,121.21,0,Canceled
24363,34,2017,10,25,2,1,Meal Plan 1,0,Room_Type 1,1,0,Corporate,0,0,0,65,0,Not_Canceled
24364,110,2018,5,13,0,2,Meal Plan 1,0,Room_Type 4,2,1,Online,0,0,0,121.59,1,Not_Canceled
24365,153,2018,6,30,1,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,85,0,Canceled
24366,80,2018,12,20,2,5,Meal Plan 2,0,Room_Type 1,1,2,Online,0,0,0,101.77,3,Not_Canceled
24367,252,2018,11,15,0,2,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,67.5,0,Canceled
24368,346,2018,9,13,0,2,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,115,1,Canceled
24369,0,2017,8,22,2,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,106.67,1,Not_Canceled
24370,0,2017,9,26,1,1,Meal Plan 1,0,Room_Type 1,1,0,Complementary,0,0,0,170,0,Not_Canceled
24371,6,2017,9,21,1,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,87.78,1,Not_Canceled
24372,6,2018,12,28,0,4,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,104.2,1,Not_Canceled
24373,60,2018,11,18,0,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,75,0,Not_Canceled
24374,103,2018,5,4,0,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,80,0,Not_Canceled
24375,88,2018,6,26,2,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,102.3,1,Not_Canceled
24376,74,2018,7,9,0,1,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,127.8,0,Canceled
24377,102,2017,10,16,0,2,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,109,0,Not_Canceled
24378,13,2017,8,31,1,4,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,92,2,Canceled
24379,14,2018,9,12,1,0,Meal Plan 1,0,Room_Type 2,2,0,Complementary,1,0,5,0,1,Not_Canceled
24380,40,2018,9,26,1,3,Meal Plan 1,0,Room_Type 4,1,0,Online,0,0,0,149.4,2,Not_Canceled
24381,168,2018,10,4,0,4,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,96.8,0,Canceled
24382,17,2018,10,9,2,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,95,1,Not_Canceled
24383,37,2018,6,4,1,1,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,131.4,0,Canceled
24384,5,2018,3,27,2,3,Meal Plan 2,0,Room_Type 6,2,2,Online,0,0,0,254,0,Canceled
24385,97,2018,4,25,1,3,Not Selected,0,Room_Type 1,3,0,Online,0,0,0,110.5,1,Not_Canceled
24386,176,2018,9,8,0,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,125.1,0,Canceled
24387,96,2018,7,6,0,4,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,103.5,0,Not_Canceled
24388,292,2018,7,21,0,2,Meal Plan 2,0,Room_Type 1,2,0,Online,0,0,0,115,0,Canceled
24389,16,2018,3,5,1,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,84,0,Canceled
24390,42,2018,3,27,2,0,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,103.5,0,Canceled
24391,71,2018,6,14,0,3,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,120,0,Not_Canceled
24392,256,2018,8,31,0,4,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,90.95,0,Canceled
24393,187,2018,8,26,2,7,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,84.72,0,Canceled
24394,0,2017,8,14,0,2,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,109,0,Not_Canceled
24395,230,2018,9,6,0,5,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,111,0,Canceled
24396,134,2018,6,9,2,5,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,119.85,1,Canceled
24397,174,2018,7,25,1,2,Meal Plan 1,0,Room_Type 1,2,1,Offline,0,0,0,130,1,Canceled
24398,116,2018,2,28,2,1,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,61,0,Canceled
24399,79,2018,3,21,1,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,96.3,0,Canceled
24400,346,2018,9,13,0,2,Meal Plan 2,0,Room_Type 1,2,0,Online,0,0,0,115,1,Canceled
24401,154,2018,8,24,0,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,109.8,0,Canceled
24402,80,2018,7,24,2,0,Not Selected,0,Room_Type 1,1,0,Online,0,0,0,94.5,1,Not_Canceled
24403,110,2017,7,25,2,1,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,94.5,0,Canceled
24404,156,2018,7,2,2,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,93.08,1,Canceled
24405,238,2018,9,21,0,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,126.9,1,Canceled
24406,6,2018,1,12,0,2,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,69.5,2,Not_Canceled
24407,94,2018,5,18,0,4,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,127.93,0,Canceled
24408,77,2018,4,14,0,1,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,90.9,1,Canceled
24409,32,2018,7,28,0,3,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,168.3,1,Not_Canceled
24410,335,2018,10,13,0,3,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,80,0,Not_Canceled
24411,22,2018,4,14,2,3,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,152.6,2,Not_Canceled
24412,43,2018,2,25,2,3,Meal Plan 1,0,Room_Type 6,2,2,Online,0,0,0,152.05,0,Not_Canceled
24413,0,2018,5,17,0,3,Meal Plan 1,0,Room_Type 1,1,0,Corporate,1,0,3,65,1,Not_Canceled
24414,3,2018,8,24,0,1,Meal Plan 1,1,Room_Type 4,3,0,Online,0,0,0,188,3,Not_Canceled
24415,49,2017,12,30,0,4,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,71,0,Not_Canceled
24416,10,2018,9,30,0,1,Meal Plan 1,0,Room_Type 4,1,0,Aviation,0,0,0,110,0,Canceled
24417,32,2018,10,27,0,3,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,109,1,Not_Canceled
24418,137,2018,7,2,1,1,Meal Plan 1,0,Room_Type 2,2,2,Online,0,0,0,88.77,1,Not_Canceled
24419,61,2018,12,2,0,2,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,102.6,2,Not_Canceled
24420,305,2018,11,4,1,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,89,0,Canceled
24421,89,2018,4,30,2,1,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,159.3,1,Canceled
24422,46,2018,3,4,0,2,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,67.5,0,Canceled
24423,335,2018,10,13,0,3,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,80,0,Not_Canceled
24424,92,2017,10,6,0,5,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,89.25,1,Not_Canceled
24425,6,2017,12,10,0,2,Meal Plan 2,0,Room_Type 1,1,0,Online,0,0,0,0,0,Not_Canceled
24426,97,2018,12,12,2,5,Meal Plan 1,0,Room_Type 1,2,1,Online,0,0,0,103.7,1,Not_Canceled
24427,55,2018,10,12,0,3,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,139.5,1,Canceled
24428,2,2018,2,10,0,4,Meal Plan 1,0,Room_Type 1,2,1,Online,0,0,0,117.75,2,Not_Canceled
24429,213,2018,8,26,1,2,Meal Plan 1,0,Room_Type 6,2,2,Offline,0,0,0,127.5,1,Canceled
24430,100,2018,9,28,0,4,Meal Plan 2,0,Room_Type 1,1,0,Offline,0,0,0,110,0,Not_Canceled
24431,24,2018,11,1,0,4,Meal Plan 1,0,Room_Type 6,2,2,Online,0,0,0,161.5,0,Canceled
24432,37,2018,10,13,0,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,105,0,Not_Canceled
24433,168,2018,4,22,1,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,85,0,Canceled
24434,100,2018,7,4,1,0,Not Selected,1,Room_Type 1,2,0,Online,0,0,0,112.5,1,Not_Canceled
24435,0,2017,10,30,0,1,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,85,0,Not_Canceled
24436,31,2018,11,25,2,2,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,57.59,1,Not_Canceled
24437,60,2018,11,20,2,1,Meal Plan 1,0,Room_Type 1,2,1,Online,0,0,0,109.8,0,Not_Canceled
24438,180,2018,8,27,2,5,Meal Plan 1,0,Room_Type 4,2,0,Offline,0,0,0,90.95,0,Not_Canceled
24439,51,2018,7,3,2,2,Meal Plan 1,0,Room_Type 1,2,2,Online,0,0,0,150.3,3,Not_Canceled
24440,322,2018,12,9,0,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,52,0,Not_Canceled
24441,108,2018,6,26,2,2,Meal Plan 1,0,Room_Type 4,1,0,Online,0,0,0,86.4,1,Not_Canceled
24442,109,2018,3,20,2,1,Meal Plan 1,0,Room_Type 6,2,0,Offline,0,0,0,85,1,Not_Canceled
24443,5,2018,8,20,0,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,130,3,Not_Canceled
24444,22,2017,11,17,0,1,Meal Plan 1,0,Room_Type 1,1,0,Corporate,0,0,0,62,1,Not_Canceled
24445,13,2018,2,6,2,1,Meal Plan 1,0,Room_Type 1,3,0,Online,0,0,0,130,2,Not_Canceled
24446,88,2018,9,12,1,0,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,85,1,Not_Canceled
24447,97,2018,3,12,2,5,Not Selected,0,Room_Type 1,1,0,Online,0,0,0,58.6,0,Not_Canceled
24448,189,2018,10,28,1,2,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,109.8,0,Canceled
24449,109,2018,5,4,0,4,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,120.28,1,Not_Canceled
24450,180,2018,10,10,1,2,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,120,0,Canceled
24451,23,2018,1,2,2,1,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,109,0,Not_Canceled
24452,13,2017,12,8,0,1,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,97,1,Not_Canceled
24453,276,2018,9,22,0,3,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,95.67,0,Not_Canceled
24454,0,2018,3,13,2,1,Meal Plan 1,0,Room_Type 4,1,0,Online,0,0,0,95.4,1,Not_Canceled
24455,5,2017,12,22,0,5,Meal Plan 1,1,Room_Type 2,2,0,Complementary,0,0,0,1.6,0,Not_Canceled
24456,95,2018,5,12,2,3,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,102.1,1,Not_Canceled
24457,102,2018,12,26,1,3,Meal Plan 1,0,Room_Type 2,2,0,Online,0,0,0,110.34,0,Canceled
24458,166,2018,11,1,0,3,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,110,0,Canceled
24459,250,2018,9,26,1,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,95,0,Canceled
24460,204,2017,8,12,0,4,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,76.5,3,Not_Canceled
24461,41,2018,3,13,2,1,Meal Plan 1,0,Room_Type 1,2,0,Corporate,0,0,0,85.67,0,Not_Canceled
24462,13,2017,8,7,0,1,Meal Plan 1,0,Room_Type 1,2,1,Online,0,0,0,75,1,Not_Canceled
24463,48,2018,10,22,1,1,Meal Plan 1,0,Room_Type 6,3,0,Online,0,0,0,158,1,Not_Canceled
24464,188,2018,6,15,0,2,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,130,0,Canceled
24465,102,2018,7,10,2,4,Meal Plan 2,0,Room_Type 4,2,0,Online,0,0,0,156,3,Not_Canceled
24466,2,2018,5,8,2,0,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,118,1,Not_Canceled
24467,127,2018,5,9,1,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,105.3,1,Not_Canceled
24468,314,2018,10,12,0,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,75,0,Canceled
24469,17,2018,2,27,2,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,46.4,0,Not_Canceled
24470,0,2018,12,13,0,1,Meal Plan 1,0,Room_Type 1,1,0,Corporate,1,0,4,67,1,Not_Canceled
24471,17,2018,9,17,2,2,Meal Plan 1,0,Room_Type 7,2,0,Online,0,0,0,238.15,2,Not_Canceled
24472,102,2017,10,16,0,2,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,109,0,Not_Canceled
24473,267,2018,12,31,1,1,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,121.5,0,Not_Canceled
24474,1,2018,5,18,0,1,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,117.8,0,Not_Canceled
24475,44,2018,2,17,0,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,75,0,Not_Canceled
24476,107,2018,12,21,2,5,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,76.69,1,Not_Canceled
24477,278,2018,12,7,0,4,Meal Plan 1,0,Room_Type 1,2,1,Online,0,0,0,89.25,1,Canceled
24478,317,2018,9,15,0,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,120,0,Canceled
24479,7,2018,12,15,0,1,Not Selected,0,Room_Type 1,1,0,Online,0,0,0,52.36,1,Not_Canceled
24480,32,2018,1,1,2,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,60,1,Not_Canceled
24481,3,2018,4,7,0,2,Meal Plan 1,0,Room_Type 7,3,0,Online,0,0,0,185.57,0,Not_Canceled
24482,10,2017,8,18,0,5,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,90,2,Not_Canceled
24483,29,2018,2,9,0,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,66,0,Not_Canceled
24484,11,2018,3,1,0,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,75.92,1,Not_Canceled
24485,47,2018,10,11,0,2,Meal Plan 1,1,Room_Type 1,2,0,Online,0,0,0,135,0,Not_Canceled
24486,56,2018,11,3,0,3,Meal Plan 1,0,Room_Type 1,3,0,Online,0,0,0,103.86,0,Not_Canceled
24487,277,2018,9,5,2,5,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,80,0,Canceled
24488,82,2018,6,23,0,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,85.5,0,Canceled
